Agence entree reseau;Agence sortie reseau;D‚partement;INSEE;Cp;Ville;PS;Correspondant;Ligne depart;UM;Poids;Latitude;Longitude;Zone
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;5;4875;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;1000;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;2;1100;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;227.5;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;949;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;1;975;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;80;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;1;130;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;224;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;906;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;906;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 50 VILLEDIEU;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;S61L;5;5375;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;153;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;181;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;1;1050;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 50 VILLEDIEU;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;S61L;2;2000;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;1204;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;1;800;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;1330;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;703;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 50 VILLEDIEU;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;S61L;2;2400;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;1;350;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 50 VILLEDIEU;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;S61L;1;765;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 50 VILLEDIEU;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;S61L;1;1192;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;253;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;161;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;390;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;1;400;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;3;1470;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;392.03;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;820;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;250;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;261;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;3;1700;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;2;322.56;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;5;879.604;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;107.5;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 50 VILLEDIEU;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;S61L;1;205;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;13;1;358;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;1;660;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 50 VILLEDIEU;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;S61L;1;357;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;316;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;1;260;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;13;3;118.9;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61102;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;3;1117;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;6;3207;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;105.5;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;1;1058;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;750;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61106;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;3;1;187.29;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;280;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;600;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;85;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;531.1;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;448;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;2;1003;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;620;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;325.93;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;139.49;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61104;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;4;1820;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;750;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;910;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;4;3450;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;4;1756;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;356.4;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;747.21;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;3;3;531.91;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;208.05;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;68.41;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;377.841;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;650;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61101;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;1397.4;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;500;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;2;1816;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;2;215.5;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;4;301.12;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;162.8;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;418.4;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61104;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;4;1468.33;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;21;3;3174;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;3;1335.21;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;2;172.8;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;1;860;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;13;1;379;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;91.27;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 50 ST LO;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;800;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;13;1;267;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61106;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;5;808.36;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;339;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;2;1992.5;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;361.1;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;13;1;425;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;204.06;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;259;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;1;382;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;351;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;3;635.2;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;520.06;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;2;1100;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;4;2000;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;4;654.913;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;35.37;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;586.96;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;7;907;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;13;1;520.06;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61101;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;2;1117;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61106;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;4;312;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;4;2830;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;3;2487;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;3;370;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;23;1;455;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;1;863.4;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;463.74;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;33;3;1750;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;57.1;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;705.74;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;1300;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;602;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;194.9;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;308.97;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;586.96;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;3;1;219.5;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;550;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;13;1;662;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;13;1;438.269;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;837.2;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;530.2;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;208;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;13;1;800;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;360;48.7469444274898;-0.568055987358092;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61169;61100;FLERS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;1300;48.7469444274898;-0.568055987358092;Zone 3
