Agence entree reseau;Agence sortie reseau;D‚partement;INSEE;Cp;Ville;PS;Correspondant;Ligne depart;UM;Poids;Latitude;Longitude;Zone
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14509;14440;PLUMETOT;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;18;2;64;49.2786102294918;-0.354999989271161;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;465;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;278;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;90;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;270;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;28;1;450;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;20;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;1000;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;415;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;28;4;1315;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;1100;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;160;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 50 TOURLAVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;3;615;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;1000;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;550;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;732.96;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;3;1146;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;446;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;3;1475;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;MAINIER;1;361;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;2;261.93;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;630;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;534;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;771;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;3;704;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;77;2;389;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;2;688.006;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;670;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;2;2200;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;600;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;277;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;300;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;295;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;3;452.641;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;510;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;34;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;410.908;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;2;900;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;419;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;361;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;2;1186;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;;NT14G;140;2;1400;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;260;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;135;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;150;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;MAINIER;5;4150;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;MAINIER;1;790;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;153;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;2;2107;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;237;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;MAINIER;1;478.97;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;92.61;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;120.02;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;146.68;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;700;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;348.63;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;52;1;500;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;500;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;MAINIER;2;910.756;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;24;1;655;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14514;14130;PONT L EVEQUE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;FAC14G;6;2500;49.2830543518069;0.182221993803982;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;2;1116;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;2;564;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;443;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;2;534;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;2;1120;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;57;1;895;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;646.24;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;355;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;480;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;690;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;2;403.87;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;3;843;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;715;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;2;968;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;710.26;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;2;1720;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;2;811;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;147;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;520;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;2;662;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;600;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;516;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;6;1452.66;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;1000;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 50 VILLEDIEU;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;293;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;377;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;300.51;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;404;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;500;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;156;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;360;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;216;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14515;14520;PORT EN BESSIN HUPPAIN;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;535;49.3472213745122;-0.756111025810268;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14516;14420;POTIGNY;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;400;48.972778320313;-0.244443997740752;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14516;14420;POTIGNY;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;6;5500;48.972778320313;-0.244443997740752;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14516;14420;POTIGNY;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;4;820;48.972778320313;-0.244443997740752;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14516;14420;POTIGNY;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;820;48.972778320313;-0.244443997740752;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14516;14420;POTIGNY;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;27;1;290;48.972778320313;-0.244443997740752;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14519;14210;PREAUX BOCAGE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;26;1;750.705;49.0552787780762;-0.510277986526489;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14519;14210;PREAUX BOCAGE;;NT14G;;1;60;49.0552787780762;-0.510277986526489;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14520;14340;LE PRE D AUGE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;54;2;1100;49.1533317565921;0.145556002855303;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14520;14340;LE PRE D AUGE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;14;1;790;49.1533317565921;0.145556002855303;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14520;14340;LE PRE D AUGE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;32;1;235;49.1533317565921;0.145556002855303;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14522;14140;PRETREVILLE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;2;960;49.0747222900389;0.252499997615809;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14524;14430;PUTOT EN AUGE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;38;1;107;49.216667175293;-0.0677779987454392;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14525;14740;PUTOT EN BESSIN;;NT14G;;2;650;49.2133331298827;-0.540278017520899;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14527;14270;BELLE VIE EN AUGE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;29;1;500;49.1041679382318;-0.0386109985411171;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14527;14270;BELLE VIE EN AUGE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;385.48;49.1041679382318;-0.0386109985411171;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14527;14270;BIEVILLE QUETIEVILLE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;29;1;479;49.1041679382318;-0.0386109985411171;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14528;14130;QUETTEVILLE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;13;1;492;49.3372230529789;0.30611100792885;Zone 3
NORMATRANS 50 VILLEDIEU;NORMATRANS 50 VILLEDIEU;14;14528;14130;QUETTEVILLE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;2;1750;49.3372230529789;0.30611100792885;Zone 3
NORMATRANS 50 VILLEDIEU;NORMATRANS 14 GRENTHEVILLE;14;14528;14130;QUETTEVILLE;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;2;1780;49.3372230529789;0.30611100792885;Zone 3
