Pays;Dpt;Code INSEE;CP;Commune;Code agence;Code Directionnel;Latitude;Longitude;Commune_agence;Code postal;Latitude_agence;Longitude_agence;Distance (km);Zone
FR;14;14074;14370;BILLY;NT14G;14G;49.0891685485842;-0.194167003035552;Grentheville;14540;49.1509627229952;-0.297355055809021;10.2;Zone 1
FR;14;14075;14370;BISSIERES;NT14G;14G;49.1133346557618;-0.0919440016150496;Grentheville;14540;49.1509627229952;-0.297355055809021;15.56;Zone 1
FR;14;14076;14550;BLAINVILLE SUR ORNE;NT14G;14G;49.229999542236;-0.300832986831671;Grentheville;14540;49.1509627229952;-0.297355055809021;8.79;Zone 1
FR;14;14077;14130;BLANGY LE CHATEAU;NT14G;14G;49.2430572509772;0.27416700124741;Grentheville;14540;49.1509627229952;-0.297355055809021;42.89;Zone 3
FR;14;14078;14400;BLAY;NT14G;14G;49.2716674804688;-0.839166998863237;Grentheville;14540;49.1509627229952;-0.297355055809021;41.7;Zone 3
FR;14;14079;14910;BLONVILLE SUR MER;NT14G;14G;49.3358345031742;0.0313890017569069;Grentheville;14540;49.1509627229952;-0.297355055809021;31.56;Zone 2
FR;14;14080;14690;LE BO;NT14G;14G;48.8986091613769;-0.45194399356842;Grentheville;14540;49.1509627229952;-0.297355055809021;30.26;Zone 2
FR;14;14081;14170;BOISSEY;NT14G;14G;49.0169448852542;0.0458329990506169;Grentheville;14540;49.1509627229952;-0.297355055809021;29.17;Zone 2
FR;14;14082;14340;LA BOISSIERE;NT14G;14G;49.1366653442382;0.130556002259252;Grentheville;14540;49.1509627229952;-0.297355055809021;31.26;Zone 2
FR;14;14083;14340;BONNEBOSQ;NT14G;14G;49.205554962158;0.0794439986348149;Grentheville;14540;49.1509627229952;-0.297355055809021;28.14;Zone 2
FR;14;14084;14260;BONNEMAISON;NT50S;50S;49.0105552673341;-0.583055973052989;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;30.14;Zone 2
FR;14;14085;14130;BONNEVILLE LA LOUVET;NT14G;14G;49.2744445800782;0.336944013833999;Grentheville;14540;49.1509627229952;-0.297355055809021;48.21;Zone 3
FR;14;14086;14800;BONNEVILLE SUR TOUQUES;NT14G;14G;49.3369445800779;0.119167000055309;Grentheville;14540;49.1509627229952;-0.297355055809021;36.71;Zone 2
FR;14;14087;14700;BONNOEIL;NT14G;14G;48.9241676330573;-0.368611007928852;Grentheville;14540;49.1509627229952;-0.297355055809021;25.75;Zone 2
FR;14;14088;14420;BONS TASSILLY;NT14G;14G;48.9586105346681;-0.236388996243478;Grentheville;14540;49.1509627229952;-0.297355055809021;21.85;Zone 2
FR;14;14089;14210;BOUGY;NT14G;14G;49.1124992370611;-0.524443984031681;Grentheville;14540;49.1509627229952;-0.297355055809021;17.12;Zone 1
FR;14;14090;14220;BOULON;NT14G;14G;49.044723510742;-0.391110986471181;Grentheville;14540;49.1509627229952;-0.297355055809021;13.66;Zone 1
FR;14;14091;14430;BOURGEAUVILLE;NT14G;14G;49.2727775573731;0.055555999279022;Grentheville;14540;49.1509627229952;-0.297355055809021;29.06;Zone 2
FR;14;14092;14540;BOURGUEBUS;NT14G;14G;49.1213874816891;-0.297221988439557;Grentheville;14540;49.1509627229952;-0.297355055809021;3.29;Zone 1
FR;14;14093;14430;BRANVILLE;NT14G;14G;49.273334503174;0.0252780001610518;Grentheville;14540;49.1509627229952;-0.297355055809021;27.16;Zone 2
FR;14;14094;14190;BRAY LA CAMPAGNE;NT14G;14G;48.9819;-0.299959;Grentheville;14540;49.1509627229952;-0.297355055809021;18.8;Zone 1
FR;14;14096;14260;BREMOY;NT50S;50S;48.99055480957;-0.778889000415789;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;16.75;Zone 1
FR;14;14097;14190;BRETTEVILLE LE RABET;NT14G;14G;49.024444580078;-0.260277986526491;Grentheville;14540;49.1509627229952;-0.297355055809021;14.33;Zone 1
FR;14;14098;14740;THUE ET MUE;NT14G;14G;49.2105560302728;-0.510555982589722;Grentheville;14540;49.1509627229952;-0.297355055809021;16.9;Zone 1
FR;14;14099;14170;BRETTEVILLE SUR DIVES;NT14G;14G;49.0394439697267;-0.0183329991996289;Grentheville;14540;49.1509627229952;-0.297355055809021;23.85;Zone 2
FR;14;14100;14680;BRETTEVILLE SUR LAIZE;NT14G;14G;49.0458335876463;-0.32499998807907;Grentheville;14540;49.1509627229952;-0.297355055809021;11.86;Zone 1
FR;14;14101;14760;BRETTEVILLE SUR ODON;NT14G;14G;49.1663894653321;-0.414443999528881;Grentheville;14540;49.1509627229952;-0.297355055809021;8.71;Zone 1
FR;14;14102;14130;LE BREUIL EN AUGE;NT14G;14G;49.2261123657229;0.224444001913069;Grentheville;14540;49.1509627229952;-0.297355055809021;38.94;Zone 2
FR;14;14103;14330;LE BREUIL EN BESSIN;NT14G;14G;49.2572212219241;-0.860000014305139;Grentheville;14540;49.1509627229952;-0.297355055809021;42.67;Zone 3
FR;14;14104;14130;LE BREVEDENT;NT14G;14G;49.2288894653318;0.303056001663209;Grentheville;14540;49.1509627229952;-0.297355055809021;44.62;Zone 3
FR;14;14105;14140;LA BREVIERE;NT14G;14G;48.9730567932128;0.163056001067158;Grentheville;14540;49.1509627229952;-0.297355055809021;39.03;Zone 2
FR;14;14106;14860;BREVILLE;NT14G;14G;49.2402763366698;-0.226389005780219;Grentheville;14540;49.1509627229952;-0.297355055809021;11.2;Zone 1
FR;14;14107;14710;BRICQUEVILLE;NT50S;50S;49.288890838623;-0.961667001247426;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;27.08;Zone 2
FR;14;14108;14430;BROCOTTES;NT14G;14G;49.189889150674;-0.073506072732;Grentheville;14540;49.1509627229952;-0.297355055809021;16.89;Zone 1
FR;14;14109;14250;BROUAY;NT14G;14G;49.2161102294921;-0.561667025089261;Grentheville;14540;49.1509627229952;-0.297355055809021;20.59;Zone 2
FR;14;14110;14160;BRUCOURT;NT14G;14G;49.2458343505861;-0.101667001843447;Grentheville;14540;49.1509627229952;-0.297355055809021;17.74;Zone 1
FR;14;14111;14250;BUCEELS;NT14G;14G;49.1911125183112;-0.635833024978662;Grentheville;14540;49.1509627229952;-0.297355055809021;25.08;Zone 2
FR;14;14112;14320;BULLY;NT14G;14G;49.102;-0.40712;Grentheville;14540;49.1509627229952;-0.297355055809021;9.69;Zone 1
FR;14;14113;14410;BURCY;NT50S;50S;48.8694458007813;-0.803332984447484;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;24.01;Zone 2
FR;14;14114;14670;BURES SUR DIVES;NT14G;14G;49.1991;-0.174031;Grentheville;14540;49.1509627229952;-0.297355055809021;10.47;Zone 1
FR;14;14115;14350;BURES LES MONTS;NT50S;50S;48.949722290039;-0.964443981647463;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;10.91;Zone 1
FR;14;14116;14190;LE BU SUR ROUVRES;NT14G;14G;49.0336112976069;-0.177778005599982;Grentheville;14540;49.1509627229952;-0.297355055809021;15.7;Zone 1
FR;14;14117;14390;CABOURG;NT14G;14G;49.2900009155273;-0.119443997740753;Grentheville;14540;49.1509627229952;-0.297355055809021;20.18;Zone 2
FR;14;14118;14000;CAEN;NT14G;14G;49.1844444274901;-0.360000014305113;Grentheville;14540;49.1509627229952;-0.297355055809021;5.89;Zone 1
FR;14;14119;14630;CAGNY;NT14G;14G;49.1461105346682;-0.253055989742281;Grentheville;14540;49.1509627229952;-0.297355055809021;3.28;Zone 1
FR;14;14120;14240;CAHAGNES;NT50S;50S;49.0647201538092;-0.766667008399941;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;16.57;Zone 1
FR;14;14121;14490;CAHAGNOLLES;NT14G;14G;49.1580543518071;-0.761389017105076;Grentheville;14540;49.1509627229952;-0.297355055809021;33.86;Zone 2
FR;14;14122;14480;LA CAINE;NT14G;14G;49.0336112976069;-0.519721984863282;Grentheville;14540;49.1509627229952;-0.297355055809021;20.83;Zone 2
FR;14;14123;14610;CAIRON;NT14G;14G;49.2388877868651;-0.449721992015842;Grentheville;14540;49.1509627229952;-0.297355055809021;14.8;Zone 1
FR;14;14124;14230;LA CAMBE;NT50S;50S;49.3424987792973;-1.00472199916838;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;32.96;Zone 2
FR;14;14125;14610;CAMBES EN PLAINE;NT14G;14G;49.2313880920407;-0.384443998336791;Grentheville;14540;49.1509627229952;-0.297355055809021;10.97;Zone 1
FR;14;14126;14340;CAMBREMER;NT14G;14G;49.1516685485838;0.0494440011680131;Grentheville;14540;49.1509627229952;-0.297355055809021;25.3;Zone 2
FR;14;14127;14500;CAMPAGNOLLES;NT50S;50S;48.8911094665531;-0.92361098527909;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;17.95;Zone 1
FR;14;14128;14260;CAMPANDRE VALCONGRAIN;NT50S;50S;48.9783325195312;-0.584999978542339;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;30.69;Zone 2
FR;14;14129;14350;CAMPEAUX;NT50S;50S;48.9538879394532;-0.930278003215794;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;11.21;Zone 1
FR;14;14130;14490;CAMPIGNY;NT14G;14G;49.2427787780762;-0.807778000831605;Grentheville;14540;49.1509627229952;-0.297355055809021;38.58;Zone 2
FR;14;14131;14800;CANAPVILLE;NT14G;14G;49.31583404541;0.136943995952608;Grentheville;14540;49.1509627229952;-0.297355055809021;36.56;Zone 2
FR;14;14132;14230;CANCHY;NT50S;50S;49.3308334350588;-0.983056008815794;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;31.66;Zone 2
FR;14;14133;14270;CANON;NT14G;14G;49.061852656532;-0.07536670173;Grentheville;14540;49.1509627229952;-0.297355055809021;19.0;Zone 1
FR;14;14134;14370;CANTELOUP;NT14G;14G;49.133609771729;-0.128333002328868;Grentheville;14540;49.1509627229952;-0.297355055809021;12.48;Zone 1
FR;14;14135;14740;CARCAGNY;NT14G;14G;49.2361106872563;-0.61972200870516;Grentheville;14540;49.1509627229952;-0.297355055809021;25.33;Zone 2
FR;14;14136;14230;CARDONVILLE;NT50S;50S;49.3450012207031;-1.06472194194791;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;33.65;Zone 2
FR;14;14137;14650;CARPIQUET;NT14G;14G;49.1872215271001;-0.44472199678421;Grentheville;14540;49.1509627229952;-0.297355055809021;11.48;Zone 1
FR;14;14138;14330;CARTIGNY L EPINAY;NT50S;50S;49.2383346557623;-1.00916695594788;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;21.4;Zone 2
FR;14;14139;14350;CARVILLE;NT50S;50S;48.9311103820802;-0.860556006431605;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;16.0;Zone 1
FR;14;14140;14490;CASTILLON;NT14G;14G;49.20333480835;-0.795832991600036;Grentheville;14540;49.1509627229952;-0.297355055809021;36.81;Zone 2
FR;14;14141;14140;CASTILLON EN AUGE;NT14G;14G;49.029167175293;0.0936110019683844;Grentheville;14540;49.1509627229952;-0.297355055809021;31.61;Zone 2
FR;14;14142;14330;CASTILLY;NT50S;50S;49.2772216796882;-1.02694404125212;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;25.82;Zone 2
FR;14;14143;14240;CAUMONT L EVENTE;NT50S;50S;49.0908317565919;-0.80444401502609;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;14.55;Zone 1
FR;14;14144;14220;CAUMONT SUR ORNE;NT14G;14G;48.95666885376;-0.478888988494869;Grentheville;14540;49.1509627229952;-0.297355055809021;25.36;Zone 2
FR;14;14145;14190;CAUVICOURT;NT14G;14G;49.0461120605473;-0.263332992792132;Grentheville;14540;49.1509627229952;-0.297355055809021;11.92;Zone 1
FR;14;14146;14770;CAUVILLE;NT14G;14G;48.9477767944341;-0.57083302736282;Grentheville;14540;49.1509627229952;-0.297355055809021;30.17;Zone 2
FR;14;14147;14290;CERNAY;NT14G;14G;49.0183334350589;0.325278013944629;Grentheville;14540;49.1509627229952;-0.297355055809021;47.81;Zone 3
FR;14;14148;14290;CERQUEUX;NT14G;14G;48.9949989318851;0.36361101269722;Grentheville;14540;49.1509627229952;-0.297355055809021;51.31;Zone 3
FR;14;14149;14270;CESNY AUX VIGNES OUEZY;NT14G;14G;49.0880546569819;-0.116944000124931;Grentheville;14540;49.1509627229952;-0.297355055809021;14.91;Zone 1
FR;14;14150;14220;CESNY BOIS HALBOUT;NT14G;14G;48.9816665649409;-0.394722014665602;Grentheville;14540;49.1509627229952;-0.297355055809021;20.13;Zone 2
FR;14;14151;14380;CHAMP DU BOULT;NT50V;50V;48.7949981689447;-1.00694394111628;Villedieu-les-Po̻les;50800;48.8424;-1.23952;17.87;Zone 1
FR;14;14152;14770;LA CHAPELLE ENGERBOLD;NT14G;14G;48.8919448852538;-0.607500016689312;Grentheville;14540;49.1509627229952;-0.297355055809021;36.66;Zone 2
FR;14;14153;14140;LA CHAPELLE HAUTE GRUE;NT14G;14G;48.968055725098;0.145833000540729;Grentheville;14540;49.1509627229952;-0.297355055809021;38.25;Zone 2
FR;14;14154;14290;LA CHAPELLE YVON;NT14G;14G;49.06555557251;0.344444006681441;Grentheville;14540;49.1509627229952;-0.297355055809021;47.81;Zone 3
FR;14;14155;14140;CHEFFREVILLE TONNENCOURT;NT14G;14G;49.0277786254883;0.245000004768372;Grentheville;14540;49.1509627229952;-0.297355055809021;41.92;Zone 3
FR;14;14156;14410;CHENEDOLLE;NT50S;50S;48.855278015137;-0.760555982589704;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;27.15;Zone 2
FR;14;14157;14210;CHEUX;NT14G;14G;49.1669425964361;-0.524999976158142;Grentheville;14540;49.1509627229952;-0.297355055809021;16.7;Zone 1
FR;14;14158;14370;CHICHEBOVILLE;NT14G;14G;49.1097221374512;-0.217222005128859;Grentheville;14540;49.1509627229952;-0.297355055809021;7.43;Zone 1
FR;14;14159;14250;CHOUAIN;NT14G;14G;49.2111091613768;-0.629721999168424;Grentheville;14540;49.1509627229952;-0.297355055809021;25.14;Zone 2
FR;14;14160;14680;CINTHEAUX;NT14G;14G;49.0541687011719;-0.289999991655348;Grentheville;14540;49.1509627229952;-0.297355055809021;10.78;Zone 1
FR;14;14161;14130;CLARBEC;NT14G;14G;49.2486114501949;0.132221996784209;Grentheville;14540;49.1509627229952;-0.297355055809021;33.14;Zone 2
FR;14;14162;14570;CLECY;NT14G;14G;48.916110992432;-0.482499986886982;Grentheville;14540;49.1509627229952;-0.297355055809021;29.42;Zone 2
FR;14;14163;14370;CLEVILLE;NT14G;14G;49.1572227478032;-0.0952780023217191;Grentheville;14540;49.1509627229952;-0.297355055809021;14.76;Zone 1
FR;14;14164;14320;CLINCHAMPS SUR ORNE;NT14G;14G;49.0786094665531;-0.401111006736759;Grentheville;14540;49.1509627229952;-0.297355055809021;11.05;Zone 1
FR;14;14165;14710;COLLEVILLE SUR MER;NT50S;50S;49.3480567932129;-0.843056023120892;Cond̩-sur-Vire;50890;49.046229053341;-0.991599705415;35.27;Zone 2
